Structure [idcode],Compound-ID,Product-ID,Provider,Molweight,Substance Name,Amount (g),Price,Currency,Stock (g),Smiles
dcLL`BWPbDfYmua``bd@@ !BbGw~_x`BmwvH_Xa}?`BH@h`BbGvH_P,,EN300-2940609,Enamine,186.59,"3-chloro-4,6-dihydroxy-2-methylbenzaldehyde",0.1,176,USD,0.098,Cc1c(C=O)c(O)cc(O)c1Cl
dcLL`BEPbDfYnui``hX@@ !BmpK~@K]}b@Jw@k\B?g?~@K]}m?vH@`,,EN300-6472626,Enamine,186.59,2-chloro-3-hydroxy-4-methoxybenzaldehyde,1,19,USD,10,COc1ccc(C=O)c(Cl)c1O
dcLLPIWPqFbDfUgZn`BJX@@ !Bb@JH__x@b@JH@ha}?`C~@H`Bb@Jw@`,,EN300-85241,Enamine,251.46,5-bromo-3-chloro-2-hydroxybenzoic acid,0.1,120,USD,10,OC(c1cc(Br)cc(Cl)c1O)=O
dcLLPFWPbAbDfYf[i`JHX@@ !Bmwvw@oy?mww~@Ha}mwvw@oy?b@Jw@`,,EN300-7865707,Enamine,207.01,"2,6-dichloro-3-hydroxybenzoic acid",0.1,376,USD,10,OC(c(c(Cl)ccc1O)c1Cl)=O
dcLLPBWPbIdDfY{Yn``JX@@ !Bb@K~@Ha}mpJH@h`BbGw~@H`Bb@Jw@`,,EN300-3002930,Enamine,190.56,3-chloro-6-fluoro-2-hydroxybenzoic acid,0.1,198,USD,10,OC(c(c(O)c(cc1)Cl)c1F)=O
dcLLPBWPbIbDfY{Yn``JX@@ !BmpK~@K]}b@Jw@k\Bmww~@K\Bb@Jw@`,,EN300-322520,Enamine,207.01,"3,6-dichloro-2-hydroxybenzoic acid",1,19,USD,10,OC(c(c(O)c(cc1)Cl)c1Cl)=O
dcLLPBWPbIdDfYyYa``bX@@ !BmpK~@K]}b@Jw@k\B?`Bw_[]}b@Jw@`,,EN300-91329,Enamine,190.56,3-chloro-5-fluoro-2-hydroxybenzoic acid,0.1,109,USD,10,OC(c1cc(F)cc(Cl)c1O)=O
dcLLPBWPbNdLbbbtQcCAADp@@ !Bb@JH__x@?g~H@h`BbGw~@Ox@b@Jw@`,,EN300-139602,Enamine,190.56,3-chloro-5-fluoro-4-hydroxybenzoic acid,0.1,103,USD,10,OC(c(cc1F)cc(Cl)c1O)=O
dcLLPBWPbNbLbbbtQcCAADp@@ !Bb@JH__x@?g~H@h`BbGw~@Ox@b@Jw@`,,EN300-07242,Enamine,207.01,"3,5-dichloro-4-hydroxybenzoic acid",0.5,19,USD,10,OC(c(cc1Cl)cc(Cl)c1O)=O
dcLLPBWPbIbDfYyYa``bX@@ !BmpK~@K]}b@Jw@k\B?`Bw_[]}b@Jw@`,,EN300-91872,Enamine,207.01,"3,5-dichloro-2-hydroxybenzoic acid",1,19,USD,10,OC(c1cc(Cl)cc(Cl)c1O)=O
dcLLPBWPbFdLbbbfagSADPp@@ !BmpK~@K]}b@Jw@oy?mpK~@K]}b@Jw@`,,EN300-122915,Enamine,190.56,3-chloro-4-fluoro-2-hydroxybenzoic acid,0.1,262,USD,10,OC(c(c(O)c1Cl)ccc1F)=O
dcLLPBWPbFbLbbbfagSADPp@@ !BmpK~@K]}b@Jw@oy?mpK~@K]}b@Jw@`,,EN300-71666,Enamine,207.01,"3,4-dichloro-2-hydroxybenzoic acid",0.1,98,USD,10,OC(c(c(O)c1Cl)ccc1Cl)=O
dcLLPBWPbAbDfYuyn``JX@@ !B?`Bw@h`Bmww~@Ox@b@JH@ox@b@Jw@`,,EN300-5361529,Enamine,207.01,"2,4-dichloro-5-hydroxybenzoic acid",0.1,241,USD,10,OC(c(c(Cl)c1)cc(O)c1Cl)=O
dcLHhMBHJHZHFHVHRYf{~fBHb`@@ !B?`Bw@h`Bmww~@Ha}?`Bw@h`Bb@K~@@,,EN300-18735,Enamine,266.34,pentachlorophenol,1,19,USD,10,Oc(c(Cl)c(c(Cl)c1Cl)Cl)c1Cl
dcLH`BBHRYg^fzB@j`@@ !BmpJw__x@?g~w@k\B?`C~@Ox@@Oy??`,,EN300-843566,Enamine,184.66,4-tert-butyl-2-chlorophenol,1,19,USD,10,CC(C)(C)c(cc1)cc(Cl)c1O
dcLH`BBHRYf~fFBBJ`@@ !Bmww~_{\BbGvw_[]}?`Bw@ox@@Oy??`,,EN300-299322,Enamine,184.66,3-tert-butyl-2-chlorophenol,0.1,170,USD,10,CC(C)(C)c1cccc(O)c1Cl
dcLH`BBHrJJKPrMtDAU@@@ !BmpK~@K]}b@Jw@k\Bmww~@Ox@@Oy??`,,EN300-107661,Enamine,184.66,2-tert-butyl-6-chlorophenol,0.1,73,USD,10,CC(C)(C)c1cccc(Cl)c1O
dcLHHBBHfPVPvPRYgvfzB@j`@@ !Bmwvw@oy??`Bw_[]}?g~w_[]}@k_}b@,,EN300-22400,Enamine,196.55,2-chloro-5-(trifluoromethyl)phenol,0.5,19,USD,10,Oc(cc(C(F)(F)F)cc1)c1Cl
dcLHHBBHfPVPvPRYg^fzB@j`@@ !Bmwvw@oy??`Bw_[]}?g?~_?y?@Oy??`,,EN300-1253182,Enamine,196.55,2-chloro-4-(trifluoromethyl)phenol,0.5,19,USD,10,Oc(ccc(C(F)(F)F)c1)c1Cl
dcLDpBXHbXcXaIfY[yXHbb@@ !Bmwvw@oy??`Bw_Xa}mwvH@k\B?g?~_p,,EN300-265941,Enamine,227.47,"2,4,6-trichloro-3-methoxyphenol",0.1,366,USD,2.851,COc(c(Cl)cc(Cl)c1O)c1Cl
dcLD`BdHcHhhmMBppPPt@@ !BmpK~@K]}b@Jw@k\B?`Bw_[\Bb@K~@@,,EN300-213360,Enamine,184.62,1-(3-chloro-2-hydroxyphenyl)propan-1-one,0.1,111,USD,10,CCC(c1cccc(Cl)c1O)=O
dcLD`BdHaIf]{[hHBZ@@ !BmpJw__x@?g~w@k\B?`C~@K\Bb@K~@@,,EN300-1242090,Enamine,184.62,1-(3-chloro-4-hydroxyphenyl)propan-1-one,0.1,55,USD,10,CCC(c(cc1)cc(Cl)c1O)=O
dcLD`BTHaIf^VXXHHf@@ !BmpK~@K]}b@Jw@k\B?`Bw_[]}mpJH@`,,EN300-719401,Enamine,184.62,1-(3-chloro-2-hydroxy-5-methylphenyl)ethan-1-one,0.1,30,USD,10,CC(c1cc(C)cc(Cl)c1O)=O
dcLD`BTHaIf]u[hHBj@@ !BmpJw__x@?g~w@k\B?`C~@H`B?`BH?@,,EN300-320857,Enamine,186.64,2-chloro-4-(2-methoxyethyl)phenol,0.1,113,USD,10,COCCc(cc1)cc(Cl)c1O
dcLDPITLQhaIeYvkh@bf@@ !Bb@JH__x@b@JH@ha}?`C~@H`BmpJH@`,,EN300-106332,Enamine,249.49,1-(5-bromo-3-chloro-2-hydroxyphenyl)ethan-1-one,0.1,96,USD,10,CC(c1cc(Br)cc(Cl)c1O)=O
dcLDPBTHbXaIf^VXXHHf@@ !BmpK~@K]}b@Jw@k\B?`Bw_[]}mpJH@`,,EN300-17014,Enamine,205.04,"1-(3,5-dichloro-2-hydroxyphenyl)ethan-1-one",1,19,USD,10,CC(c1cc(Cl)cc(Cl)c1O)=O
dcLDPBTHbYAIf^VXXHHf@@ !BmpK~@K]}b@Jw@k\B?`Bw_[]}mpJH@`,,EN300-1276487,Enamine,188.59,1-(3-chloro-5-fluoro-2-hydroxyphenyl)ethan-1-one,0.1,19,USD,10,CC(c1cc(F)cc(Cl)c1O)=O
dcLDPBTHahcHhhihYtpQDL@@ !BmpK~@K]}b@Jw@oy?mpK~@K]}mpJH@`,,EN300-65809,Enamine,205.04,"1-(3,4-dichloro-2-hydroxyphenyl)ethan-1-one",0.1,83,USD,10,CC(c(c(O)c1Cl)ccc1Cl)=O
dcLDHEtH`hah`XaIf[ozXHbJ@@ !BmpJw__x@?g~w@h`BmpJw__x@?`Bw@`,,EN300-21597,Enamine,247.89,"tetrachlorobenzene-1,2-diol",0.1,21,USD,10,Oc(c(O)c(c(Cl)c1Cl)Cl)c1Cl
dcLB`By]BHrJJKPjLLDDS@@@ !B?`BH@k\BbGw~@Ox@b@Jw@ox@b@Jw@`,,EN300-7433800,Enamine,188.57,"4-chloro-2,3-dihydroxybenzoic acid",0.1,376,USD,10,OC(c(ccc(Cl)c1O)c1O)=O
dcLB`Be]BHRYgmfzB@i`@@ !BmpK~@K]}b@Jw@k\Bmww~@K\Bb@Jw@`,,EN300-725074,Enamine,188.57,"3-chloro-2,6-dihydroxybenzoic acid",0.1,48,USD,10,OC(c(c(O)c(cc1)Cl)c1O)=O
daDH`BBHRYg[hH@@@ !Bmwvw@oy??`Bw_[]}?g|,,EN300-19240,Enamine,128.56,2-chlorophenol,1,19,USD,10,Oc(cccc1)c1Cl
foAAc@B\TCDmHNdDfY{UY`mF``bjh`@@ !Bm?rw?_x@?g~w?K_|QwO~@M?FQpqmlM?YQpqG\p,,EN300-45913523,Enamine,281.05,"7-bromo-3,3-difluoro-3,4-dihydro-2H-1,5-benzodioxepin-6-ol",0.1,376,USD,2.297,Oc(c(OC1)c(cc2)OCC1(F)F)c2Br
foAAa@BR\CDmDILsjskNJMA@TuI@@@ !BbGw~_x`Bm?vH?Xa}bOrH@hc}bGw~@Hc|mpJH?P,,EN300-23939521,Enamine,289.51,6-bromo-4-(chloromethyl)-7-hydroxy-2H-chromen-2-one,0.1,282,USD,10,Oc(cc(c(C(CCl)=C1)c2)OC1=O)c2Br
foAAA@B@qNXfQQQZHqILEYtDDP@@@@ !BbOvH@oy??`BH?Xc}b@K~_?y?mwvH__y??g~H?P,,EN300-9476464,Enamine,328,"2,6-dibromo-4-phenylphenol",0.1,169,USD,10,Oc(c(Br)cc(-c1ccccc1)c1)c1Br
fmgQ``GAIspLP\aNPWHYEEEhemDhUEDeHpS^pPQSVtAAT@@@ !Bm?s~@K_}b@Jw@k_|?`Bw_[_}b@K~_xa}mwvH_[\B?g~w__y?mpJw_Xa}mwvw@hc}@ha}mp,,EN300-15647,Enamine,441.2,3-(3-bromo-4-hydroxy-5-methoxyphenyl)-2-cyano-N-[2-(trifluoromethyl)phenyl]prop-2-enamide,0.1,252,USD,5.002,COc1cc(C=C(C(Nc2c(C(F)(F)F)cccc2)=O)C#N)cc(Br)c1O
flypa@M^BS`LQLPdsOK{KcA^CAAEUKQ@@@ !Bm?vw@oy??`Bw?[]}mpK~_?y??`BH__y?YuLXTqh_YQ|lYwIe,,EN300-55703,Enamine,348.63,2-bromo-6-methoxy-4-{[(1-methyl-1H-pyrazol-4-yl)amino]methyl}phenol hydrochloride,0.1,282,USD,3.091,C[n]1ncc(NCc(cc2OC)cc(Br)c2O)c1.Cl
flyQA@@iHCDbDYEEEhmHkDhsdDAUSVpBAd !BmpK~@K]}b@Jw@k\Bmww~@K]}?`@@?g?~mpK~@K]}?`C~_{\B,,EN300-43379293,Enamine,339.26,(2E)-3-(3-bromo-5-tert-butyl-4-hydroxyphenyl)-2-cyanoprop-2-enethioamide,0.1,684,USD,1.68,CC(C)(C)c1cc(/C=C(/C(N)=S)\C#N)cc(Br)c1O
fleab@MDlxFHdsMk{[SAJuAAETuTP@@ !B?g~w_Xa}mpK~_?y?b@JH?Xc}bGvH?Hc}bOs~_xc}bGw}mpJH,,EN300-6737934,Enamine,328.2,"tert-butyl 5-bromo-6-hydroxy-1,2,3,4-tetrahydroisoquinoline-2-carboxylate",0.1,392,USD,10,CC(C)(C)OC(N(CC1)Cc(cc2)c1c(Br)c2O)=O
fleab@IDbdFIdTTVaRbRrcNN}A@U@AL@@@ !BmpK~@K]}b@Jw@k\Bmww~@Hc|?`Bw@h`B?`C~@H`B?`BH@k\B,,EN300-172660,Enamine,322.16,4-{[(3-bromo-2-hydroxyphenyl)methyl]amino}benzoic acid,0.1,306,USD,2.211,OC(c(cc1)ccc1NCc1cccc(Br)c1O)=O
fleab@EDlxFHdsNjo[SNJuA@UTuTP@@ !BbOs~@Hc}m?rH?Hc|bOvH?Xc|bOrH?Xc}bOs~_xc}bGw}mpJH,,EN300-6489616,Enamine,328.2,"tert-butyl 7-bromo-6-hydroxy-1,2,3,4-tetrahydroisoquinoline-2-carboxylate",0.1,470,USD,0.689,CC(C)(C)OC(N(CCc1c2)Cc1cc(Br)c2O)=O
fj}`c@AZJBlcbYqDfUmmyV^cARBf@BiX@bb@@@ !BbOrH?_x@bOrH?Ox@XFU`FbpXFa|@?lBYFa}TaLBYpIdZGuRDUHS@fP,,EN300-17983646,Enamine,520.94,"3-[(3,5-dibromo-4-hydroxyphenyl)methylidene]-5-iodo-2,3-dihydro-1H-indol-2-one",0.1,176,USD,7.159,Oc(c(Br)cc(C=C(c(cc(cc1)I)c1N1)C1=O)c1)c1Br
fjuaR@IDMYw`XbSL{rs_tsdDAULuU@@@ !BbGvH@oy??`BH_Xa}?g?~_{_}bOw~_x`B?g~H?[_}bOw~_?y?_?x@?`,,EN300-26664931,Enamine,360.2,methyl 2-(3-bromo-4-hydroxyphenyl)-2-{[(tert-butoxy)carbonyl]amino}acetate,0.1,337,USD,10,CC(C)(C)OC(NC(C(OC)=O)c(cc1)cc(Br)c1O)=O
fjm@``BEAb\qHxf\SHhhmDYEBeEfBBfBBJh@b`@@ !BbOrH?_x@?g~H?H`BbOw~@Ox@?`A??`C~b@Jw@ox@?`BH@k\BmpK~@@,,EN300-64638,Enamine,543.87,"2,6-dibromo-4-[2-(3,5-dibromo-4-hydroxyphenyl)propan-2-yl]phenol",1,19,USD,10,CC(C)(c(cc1Br)cc(Br)c1O)c(cc1Br)cc(Br)c1O
fjcQB@IJHCDRYg^UeUf\MZNTe``Jj@@@@@@ !BbOrH?_x@?g~H?H`B?`C~@Hc|m?s~@Ox@mpJH@k\B?`C~@Ox@b@Jw@`,,EN300-83095,Enamine,341.21,"2-bromo-4-(2,3-dihydro-1H-perimidin-2-yl)phenol",0.1,129,USD,0.1,Oc(ccc(C(N1)Nc2cccc3c2c1ccc3)c1)c1Br
fikQa@OQIpHLRladTTVbVRfTJbbsA]GAAEMVtD@@@@ !Bm?s~@K_}b@Jw@k_|?`Bw_[_}b@K~_?x@bGvw_Xa}?g~w@k]}?g~w@ha}mwvw_[\B,,EN300-15640,Enamine,405.22,3-(3-bromo-5-ethoxy-4-hydroxyphenyl)-2-cyano-N-(2-fluorophenyl)prop-2-enamide,0.1,252,USD,0.071,CCOc1cc(C=C(C(Nc(cccc2)c2F)=O)C#N)cc(Br)c1O
fhqab@IDtXFHdsOjvtsdDATuT@@@ !B?`BH@k\BbGw~@Ox@mpK~@H`B?`Bw@h`B?`C~@@C~_?x,,EN300-26665120,Enamine,302.17,tert-butyl N-[(4-bromo-3-hydroxyphenyl)methyl]carbamate,0.1,277,USD,10,CC(C)(C)OC(NCc(cc1)cc(O)c1Br)=O
fhqab@IDtXFHdsNzvtsdDATuT@@@ !BmpJw__x@?g~w@k\B?`C~@H`B?`Bw@h`B?`C~@@C~_?x,,EN300-7186999,Enamine,302.17,tert-butyl N-[(3-bromo-4-hydroxyphenyl)methyl]carbamate,0.1,238,USD,0.767,CC(C)(C)OC(NCc(cc1)cc(Br)c1O)=O
fhaa``CL]xFHRPUHAbLbbbfaVf`xJBHJjX@@ !BmpK~@K]}b@Jw@oy?mpJw__x@mpJH@ha}?`BH@k\BRgh,,EN300-1663250,Enamine,332.53,"2-amino-3-(3-bromo-2,6-difluoro-4-hydroxyphenyl)propanoic acid hydrochloride",0.1,723,USD,0.237,NC(Cc(c(F)c(c(O)c1)Br)c1F)C(O)=O.Cl
fhaa``CD]xFIrPUHAbDfYywnFB``bjf@@@ !BbOrH?_x@?g~H?Hc|bOw~@Ox@bOrH?Hc}?`BH@k\Bv@X,,EN300-1664872,Enamine,332.53,"2-amino-3-(5-bromo-2,3-difluoro-4-hydroxyphenyl)propanoic acid hydrochloride",0.1,945,USD,7.133,NC(Cc(c(F)c1F)cc(Br)c1O)C(O)=O.Cl
few`a@NDRCDebYEEEhdmBeEELefBtXkQs``B@fB@@@@DKP !Bb@JH?_x@?g~H@h`BbOw~@Ox@b@JH@ox@bOw~_xc}?g~H?K]}bGvH?_x@b@JH?H`B?`@,,EN300-27747982,Enamine,471.15,"5,7-dibromo-2-[(1E)-2-(2-hydroxynaphthalen-1-yl)ethenyl]quinolin-8-ol",0.1,218,USD,0.405,Oc1c(/C=C/c(cc2)nc3c2c(Br)cc(Br)c3O)c(cccc2)c2cc1
fdyab@IDMXFHdsMk}mLEITDDSMUD@@ !B?g~w?Xc}m?s~_?y?XAjH?VAeKF\ZGrn{pIdZGqh_GvU`F`,,EN300-7424939,Enamine,312.16,tert-butyl 4-bromo-5-hydroxy-1H-indole-1-carboxylate,0.1,362,USD,6.965,CC(C)(C)OC([n](cc1)c(cc2)c1c(Br)c2O)=O
fdyaA@HdAb\qLbbbtQRbRsA^CAADp@P@aJ@ !Bb@JH__x@?g~H@h`BbGw~@Ox@bOs~@K\Bb@K~@Ox@b@K~@@,,EN300-51812758,Enamine,369.05,"4-[(1E)-2-(4-aminophenyl)ethenyl]-2,6-dibromophenol",0.1,376,USD,10,Nc1ccc(/C=C/c(cc2Br)cc(Br)c2O)cc1
fdy`a@MDTCDebYEEEheJhdfBCFBBIh@@@@ !BbGw~_x`BmwvH_Xa}?g~H@h`BbOvw?_y?m?vH?_y??g~H_P,,EN300-1267200,Enamine,371.03,"3,5-dibromo-2-hydroxy-N-phenylbenzamide",0.1,257,USD,10,Oc(c(C(Nc1ccccc1)=O)cc(Br)c1)c1Br
fduAB@B@qDfYwiUegK^\EtXHBjjjJ`@@ !Bb@JH?_x@?g~H?H`B?`C~@Oxp\ItOgRN`Hz@chGB]CytOgP,,EN300-234856,Enamine,307.23,4-(adamantan-1-yl)-2-bromophenol,0.1,48,USD,0,Oc(ccc(C1(CC(C2)C3)CC3CC2C1)c1)c1Br
fdiab@IDMXFIdTTVaTTJdYrB@jfj`@@ !BmpK~@K]}b@Jw@k\Bmww~@K\B?`Bw_X`BmpK~@Ox@_?x@?`,,EN300-170351,Enamine,316.19,tert-butyl N-[(3-bromo-2-hydroxyphenyl)methyl]-N-methylcarbamate,0.1,342,USD,2.748,CC(C)(C)OC(N(C)Cc1cccc(Br)c1O)=O
fbepa@M^BS`LSLPdsOK{KhpW`pPQURuD@@ !B\MFJYssDP}mptWCQbf\|qCsD\MEptSsD\OyErCkHqCs~\Kab@Hx,,EN300-55702,Enamine,362.65,2-bromo-4-{[(1-ethyl-1H-pyrazol-4-yl)amino]methyl}-6-methoxyphenol hydrochloride,0.1,282,USD,2.939,CC[n]1ncc(NCc(cc2OC)cc(Br)c2O)c1.Cl
fas@a@BEAbQqLbbbtVdTjTVTcNASA@UT@QUP@@@ !BmpK~@K_}b@Jw@k\Bmww~@K_}?`@@?g?~mpK~_{_}mwvw@oy??g~w__y?@Oy??`,,EN300-18481,Enamine,456.22,"3,3'-dibromo-5,5'-di-tert-butyl-[1,1'-biphenyl]-4,4'-diol",0.1,66,USD,10,CC(C)(C)c1cc(-c(cc2C(C)(C)C)cc(Br)c2O)cc(Br)c1O
f`qAb@BV\CDRYfu}m`eZ``@BZ@@@ !B?g~w_Xa}mpK~_?y?b@JH?Xc}bGvH?Hc}bOs~_xc},,EN300-28234562,Enamine,281.1,methyl 5-bromo-6-hydroxynaphthalene-2-carboxylate,0.1,257,USD,10,COC(c(cc1)cc(cc2)c1c(Br)c2O)=O
f`aab@ADUhFHdsOk[SNPPEMU@@@ !B?`BH@k\BbGw~@Ox@mpK~@H`BbGw~@Hc|b@HBm?vH,,EN300-1903229,Enamine,288.14,tert-butyl N-(4-bromo-3-hydroxyphenyl)carbamate,0.1,241,USD,10,CC(C)(C)OC(Nc(cc1)cc(O)c1Br)=O
f`a`a@CDXCD}DYEEEDcLdNRlzBHbjb@@ !Bmww~_{\BbOvw?_x@mwvH?K_|?`BH?X`BbOrH_QRq,,EN300-46817247,Enamine,308.6,2-bromo-3-(piperidin-3-yloxy)phenol hydrochloride,0.1,372,USD,1.996,Oc1cccc(OC2CNCCC2)c1Br.Cl
f`aAB@B@qDfYyzZYrB@jjh@@ !Bb@JH__x@?g~H@h`B?`BH__x@bGtBbOvw?`@@?g?~,,EN300-62308,Enamine,285.22,"2-bromo-4,6-di-tert-butylphenol",1,19,USD,8.68,CC(C)(C)c(cc1C(C)(C)C)cc(Br)c1O
eodXJH@EBKGO@`LSHhhllheEJeEEDdefNJnekcghHBjfZj@@@BBBQ@@ !B?g~H_[]}b@K~_?y?m?vw?[\Bm?w~@K\BmpJH@ox@m?vw@k_}s}Hqorn{YVC_fUR{wz[_ifT_YQ}eXER{,,EN300-267540,Enamine,482.33,(2S)-3-(3-bromo-4-hydroxyphenyl)-2-({[(9H-fluoren-9-yl)methoxy]carbonyl}amino)propanoic acid,0.1,337,USD,10,OC([C@H](Cc(cc1)cc(Br)c1O)NC(OCC1c(cccc2)c2-c2c1cccc2)=O)=O
ekhPJB@BFGFa`LSSDBqMlQIfY[[nUnubQRqKkHiXzBHb`jBBDHH`@@ !BTv^?SmKOs]ASYx@qTv^?SmKOot{Rs|wPTv\ZGw?~KAb?Sk}NYuMeGrnDs]ASY?y?wyg_f[}NJxP,,EN300-19631807,Enamine,647.9,"2',4',5',7'-tetrabromo-3',6'-dihydroxy-3H-spiro[2-benzofuran-1,9'-xanthen]-3-one",1,19,USD,10,Oc(c(Br)c(c(C(c1c2cccc1)(c1cc(Br)c3O)OC2=O)c2)Oc1c3Br)c2Br
ehRPJI@CKGO`PLPcDXqALQPHfqMlP{D^qLbbbffrdTlTRRTRbqxdt\ZVFn`bHiZ`@@bbh`@@@ !BbOs~@Hc}m?rH?Oy?bOs~@Ha}XFU`Fhc}s\|lFH`Bs]BH__x@KAb?Sh`BbOsMtLwPbGw~@Ox@KAb?Sk}NbOsMt@,,EN300-19628620,Enamine,985.55,"4,5,6,7-tetrabromo-3,3-bis(3,5-dibromo-4-hydroxyphenyl)-3H-2,1lambda6-benzoxathiole-1,1-dione",0.1,1635,USD,0,Oc(c(Br)cc(C(c(c1c(c(Br)c2Br)Br)c2Br)(c(cc2Br)cc(Br)c2O)OS1(=O)=O)c1)c1Br
eg`RBDDMCHebECk`LScDVf{lbbbtQfRTTRrfRfc@dVTvtDDSSMSPACD@PFP !B`CGRsrpXTv^@LX@qtl|lFBpX`CGMtBpXs]@lF@C~YV@ZXBqgFBq`Fox@ilBDJv@ZXAjfpHPknuQ`F`,,EN300-6729759,Enamine,536.18,"3,5-dibromo-N'-[(E)-[2,5-dimethyl-1-(3-nitrophenyl)-1H-pyrrol-3-yl]methylidene]-4-hydroxybenzohydrazide",0.1,848,USD,5.239,Cc1cc(/C=N/NC(c(cc2Br)cc(Br)c2O)=O)c(C)[n]1-c1cc([N+]([O-])=O)ccc1
do~JaNI]NpqNg^rJJKQJZUa``bYh@@ !Bb@JH__x@?g~H@h`BbGw~@Ox@?g~H@k\Bb@K~@@,,EN300-6488146,Enamine,276.04,methyl 3-bromo-4-hydroxy-5-nitrobenzoate,1,19,USD,1.994,COC(c(cc1[N+]([O-])=O)cc(Br)c1O)=O
do~JaMKcmpqMe~RYgeWfFBBJe`@@ !Bb@K~@Ha}mpJH@h`B?`BH_Xa}mpJH@oy?bGw~@@,,EN300-26016453,Enamine,276.04,5-bromo-4-hydroxy-3-methoxy-2-nitrobenzaldehyde,0.1,109,USD,8.389,COc(c(O)c(cc1C=O)Br)c1[N+]([O-])=O
do~HPKHLQxaIf]yT[cnB@jjH@@ !Bm?vw@oy??`Bw?[]}?g?~_{]}bGw~_?y?bOwZAP,,EN300-43378465,Enamine,292.6,2-bromo-4-(piperidin-4-yl)phenol hydrochloride,0.1,446,USD,0.39,Oc(ccc(C1CCNCC1)c1)c1Br.Cl
do~HPKHLQ|QIf]Ud[mnB@jjH@@ !Bm?s~@K_}bOrw?K_|m?uG\t\Lw|[_v\[@[[CZm`,,EN300-6735859,Enamine,337.05,"8-bromo-5-methyl-2,3,4,5-tetrahydro-1H-3-benzazepin-7-ol hydrobromide",0.1,322,USD,10,CC(CNCCc1c2)c1cc(O)c2Br.Br
do~HPEHLR\QIf^_Z[hHBjj@@ !BmpK~@K]}b@Jw@k\Bmww~@K]}b@K~@Ox@@Oy??`,,EN300-746114,Enamine,337.05,"2,4-dibromo-6-[(tert-butylamino)methyl]phenol",0.1,257,USD,0.518,CC(C)(C)NCc1cc(Br)cc(Br)c1O
do}L`MLn\LQIf^WeXXHHij@aX !BmpK~@K]}b@Jw@k\B?`Bw_[]}b@K~_{\B?`Bw?P,,EN300-35192,Enamine,275.1,"(Z)-3-bromo-5-ethoxy-N',4-dihydroxybenzene-1-carboximidamide",0.1,132,USD,6.252,CCOc1cc(/C(\N)=N/O)cc(Br)c1O
do|L`BtpqDfY{V]n``JfX@@ !Bb@K~@Ha}mpJH@h`BbGw~@H`BmpJH__x@?`BH@`,,EN300-180763,Enamine,271.11,methyl 4-bromo-3-hydroxy-2-(prop-2-en-1-yl)benzoate,0.1,144,USD,0.518,COC(c(cc1)c(CC=C)c(O)c1Br)=O
do|JpBW[\LRP`xaIf^VzXXHHfe@@ !BmpK~@K]}b@Jw@k\B?`Bw_[]}b@Jw@ovHmwtBmp,,EN300-28277142,Enamine,315.53,3-bromo-5-(chlorosulfonyl)-2-hydroxybenzoic acid,0.1,202,USD,10,OC(c1cc(S(Cl)(=O)=O)cc(Br)c1O)=O
do|JpBW[\LRP`yAIf^VzXXHHfe@@ !BmpK~@K]}b@Jw@k\B?`Bw_[]}b@Jw@ovHmwtBmp,,EN300-28279618,Enamine,299.07,3-bromo-5-(fluorosulfonyl)-2-hydroxybenzoic acid,0.1,539,USD,0,OC(c1cc(S(F)(=O)=O)cc(Br)c1O)=O
do|B`BzwCDRYge}fFBBJY`@@ !BmpK~@K]}b@Jw@k\B?`Bw_[]}b@K~_{_}mpK~_p,,EN300-17290,Enamine,273.08,3-(3-bromo-4-hydroxy-5-methoxyphenyl)prop-2-enoic acid,1,19,USD,5.848,COc1cc(C=CC(O)=O)cc(Br)c1O
do|B`BT{CDrJJKQJZUa``bYh@@ !Bb@JH__x@?g~H@h`BbGw~@Ox@?g~H@k\Bb@K~@@,,EN300-132508,Enamine,273.08,methyl 3-acetyl-5-bromo-4-hydroxybenzoate,0.1,124,USD,2.981,CC(c1cc(C(OC)=O)cc(Br)c1O)=O
do|B`BT{CDRYgg^vzB@if`@@ !Bb@JH__x@?g~H@h`B?`BH__x@b@JH@ha}?`BH?@,,EN300-22338198,Enamine,273.08,methyl 2-(3-bromo-5-formyl-4-hydroxyphenyl)acetate,0.1,176,USD,10,COC(Cc(cc1C=O)cc(Br)c1O)=O
do^LPIKSCD^HRYg^{FzB@jZ@@ !BmpJw?_x@?g~w@k\B?`C~@K\Bb@JH__x@b@IJA`,,EN300-1080064,Enamine,296.55,methyl 2-amino-2-(3-bromo-4-hydroxyphenyl)acetate hydrochloride,0.1,252,USD,10,COC(C(c(cc1)cc(Br)c1O)N)=O.Cl
do^DHKYPqBqMqGqLbbbffRHxXH`jh@@ !BmpK~@K]}b@Jw@oy?mpJw__x@mwvw@h`B?`CZE`,,EN300-26975545,Enamine,470.78,"4-(2-aminoethyl)-3,5,6-tribromobenzene-1,2-diol hydrobromide",0.1,426,USD,10,NCCc(c(Br)c(c(O)c1O)Br)c1Br.Br
dmvLaAJUCDFUyIf]yn``I`@@ !BmpJw__x@?g~w@k\B?`C~@K\Bb@H,,EN300-79098,Enamine,218.01,2-bromo-4-nitrophenol,0.25,19,USD,10,[O-][N+](c(cc1)cc(Br)c1O)=O
dmvLaNJUCDzUyIf^ya``a`@@ !BmpK~@K]}b@Jw@k\B?`Bw_[\Bb@H,,EN300-111276,Enamine,218.01,2-bromo-6-nitrophenol,1,19,USD,10,[O-][N+](c1cccc(Br)c1O)=O
